Zone_ID,Temperature_C,Soil_Humidity_pct,Soil_Moisture_pct,Air_Humidity_pct,Pressure_kPa,pH,Rainfall_mm,Soil_Type,Soil_EC_dS_m,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Applied_Fertilizer,Urea_kg_ha,TSP_kg_ha,MOP_kg_ha,Sensor_Glitch_Flag,Growing_Condition
Zone_11,27.53,70.0,74.52,78.68,100.84,6.26,209.23,Loam Soil,0.74,47.12,44.06,37.41,10-26-26,26.76,32.26,41.24,No,Optimal
Zone_12,16.62,52.29,,70.43,101.4,5.6,112.44,Sandy Soil,0.465,25.65,26.45,26.79,Urea,69.18,0.61,9.94,Missing,Warning
Zone_13,28.98,64.23,48.38,50.43,100.62,7.09,72.65,Clayey Soil,1.366,56.49,43.79,80.91,10-26-26,23.06,24.74,40.34,No,Optimal
Zone_14,30.72,34.51,12.4,50.63,101.11,6.25,24.34,Red Soil,0.969,39.93,33.52,21.63,10-26-26,27.09,25.08,41.39,No,Optimal
Zone_15,26.81,31.76,23.28,44.55,101.05,6.46,64.59,Sandy Soil,0.618,44.24,40.35,12.84,10-26-26,23.48,27.93,41.4,No,Warning
Zone_16,28.1,57.49,42.19,54.08,101.01,6.82,20.92,Clay Soil,1.063,51.41,23.2,49.37,Urea,58.51,0.99,4.46,No,Optimal
Zone_17,35.61,54.12,47.21,49.62,101.34,6.15,119.17,Alluvial Soil,1.465,53.54,40.19,53.28,MOP,8.53,8.91,47.76,No,Optimal
Zone_18,23.05,51.37,29.24,56.82,101.1,6.23,41.83,Alluvial Soil,0.963,41.87,60.21,62.15,17-17-17,44.56,25.41,41.42,No,Optimal
Zone_19,23.73,64.84,69.69,77.93,101.12,5.71,198.01,Red Soil,0.815,42.06,14.94,38.94,DAP,26.5,42.75,2.33,No,Optimal
Zone_20,26.29,38.26,26.0,49.13,101.17,6.65,27.73,Sandy Soil,0.916,21.98,32.95,10,DAP,25.47,32.3,6.72,No,Warning
Zone_01,-10.0,39.63,35.03,38.26,101.04,6.92,23.75,Loam Soil,0.736,35.18,52.34,54.39,10-26-26,21.37,35.65,44.64,Spike,Optimal
Zone_02,29.09,47.2,35.21,72.19,100.92,7.56,500.0,Chalky Soil,0.663,22.96,24.81,36.81,Urea,70.79,5.0,5.45,Spike,Optimal
Zone_03,36.05,23.2,5.0,43.68,101.31,6.71,48.3,Sandy Soil,0.21,55.75,24.93,27.3,28-28,70.93,31.63,21.56,No,Critical
Zone_04,25.54,57.33,51.78,61.19,101.28,6.53,155.89,Sandy Soil,0.64,38.85,40.47,24.7,14-35-14,27.81,34.33,21.74,No,Optimal
Zone_05,26.87,70.0,77.94,75.83,101.25,7.01,217.97,Clay Soil,1.202,47.89,54.63,85.29,Urea,67.22,2.39,6.54,No,Optimal
Zone_06,28.17,50.93,50.08,78.43,101.26,7.26,175.44,Chalky Soil,0.784,35.54,25.31,38.22,None,0.0,0.0,0.0,No,Optimal
Zone_07,25.05,60.63,55.16,69.87,101.08,6.94,110.5,Black Soil,1.159,84.07,46.41,58.71,DAP,28.35,38.68,8.96,No,Optimal
Zone_08,29.28,43.59,36.14,75.47,101.34,6.56,128.08,Sandy Soil,0.808,13.07,24.69,24.35,14-35-14,48.17,44.72,26.52,No,Warning
Zone_09,31.47,46.65,42.13,74.01,101.12,6.65,126.55,Sandy Soil,0.611,26.73,29.87,51.22,DAP,23.48,30.26,9.87,No,Optimal
Zone_10,18.76,70.0,74.59,75.18,101.36,6.72,127.89,Clayey Soil,1.57,41.53,24.08,61.08,DAP,16.06,36.34,8.47,No,Warning
Zone_11,29.94,46.47,27.51,59.39,100.61,5.61,96.89,Red Soil,0.709,35.63,36.57,30.75,17-17-17,44.93,28.69,25.9,No,Optimal
Zone_12,22.5,60.35,54.6,61.49,100.75,6.8,96.94,Black Soil,1.429,55.83,52.5,51.68,14-35-14,30.69,32.29,30.31,No,Optimal
Zone_13,28.86,55.35,37.27,47.77,101.12,6.44,25.12,Loam Soil,0.939,71.39,37.82,56.07,10-26-26,43.1,26.37,43.03,No,Optimal
Zone_14,35.26,47.45,44.31,48.18,101.03,6.99,78.4,Loam Soil,0.625,55.91,52.54,45.0,DAP,24.36,33.93,3.67,No,Optimal
Zone_15,27.54,57.29,45.37,61.56,101.51,7.02,95.14,Clay Soil,1.593,53.31,44.48,53.24,28-28,70.87,35.56,18.06,No,Optimal
Zone_16,20.69,64.81,61.56,71.32,101.23,6.78,98.55,Alluvial Soil,0.911,58.26,49.0,72.68,14-35-14,50.57,41.54,21.16,No,Optimal
Zone_17,27.09,58.41,37.94,44.75,101.24,6.9,33.1,Loam Soil,0.362,51.13,35.78,50.25,MOP,4.08,9.75,36.11,No,Optimal
Zone_18,33.92,44.52,32.87,54.56,100.79,6.24,73.38,Sandy Soil,0.804,16.85,43.33,36.6,DAP,24.16,43.71,10.98,No,Optimal
Zone_19,28.49,56.91,53.13,59.23,101.44,7.04,90.45,Clayey Soil,0.764,57.85,35.86,58.56,MOP,8.28,6.76,51.56,No,Optimal
Zone_20,26.9,68.13,51.84,65.0,101.09,7.05,96.15,Alluvial Soil,1.057,56.89,47.2,57.95,14-35-14,28.23,42.51,33.15,No,Optimal
Zone_01,34.75,62.35,42.37,60.55,101.08,7.18,75.39,Clay Soil,1.116,53.12,40.3,64.41,Urea,97.98,9.4,9.0,No,Optimal
Zone_02,22.11,70.0,60.32,62.22,100.94,6.75,114.55,Clay Soil,1.479,33.79,27.82,67.85,MOP,6.09,3.85,39.07,No,Optimal
Zone_03,28.65,53.63,37.27,60.43,101.13,6.5,46.33,Loam Soil,0.67,52.12,41.2,32.31,DAP,30.39,44.25,8.66,No,Optimal
Zone_04,28.69,53.09,34.11,40.83,100.91,6.61,23.72,Black Soil,0.412,59.33,62.69,59.82,10-26-26,22.27,26.89,31.99,No,Optimal
Zone_05,35.88,36.31,18.1,47.77,101.01,6.3,59.01,Red Soil,0.769,42.99,34.0,33.86,17-17-17,63.22,28.32,40.74,No,Optimal
Zone_06,33.11,62.87,47.52,57.57,101.3,7.12,100.17,Black Soil,0.654,95.08,35.16,64.21,10-26-26,20.09,28.92,44.04,No,Optimal
Zone_07,28.35,41.46,28.79,61.61,101.11,6.78,92.55,Sandy Soil,0.55,27.46,8.76,29.29,17-17-17,42.86,21.31,34.51,No,Warning
Zone_08,21.32,63.69,53.06,67.38,101.18,6.32,117.02,Loam Soil,1.053,35.45,46.67,58.49,DAP,31.2,32.68,3.35,No,Optimal
Zone_09,30.84,57.18,49.6,64.61,100.94,6.35,96.53,Alluvial Soil,0.888,72.33,47.73,40.26,MOP,11.39,7.45,39.1,No,Optimal
Zone_10,27.05,64.55,55.02,48.09,101.05,7.21,87.93,Clayey Soil,0.79,60.81,36.36,70.47,MOP,9.7,8.57,30.87,No,Optimal
Zone_11,31.01,58.23,47.42,89.25,101.29,5.75,205.24,Sandy Soil,0.373,41.8,24.78,22.61,14-35-14,38.03,34.18,31.13,No,Warning
Zone_12,24.7,70.0,67.98,75.84,101.36,7.11,121.02,Clay Soil,1.608,44.76,22.91,70.16,17-17-17,36.38,21.34,27.04,No,Optimal
Zone_13,22.9,59.95,58.71,66.38,101.12,6.53,131.78,Alluvial Soil,1.122,46.57,40.33,73.37,14-35-14,38.08,28.77,25.12,No,Optimal
Zone_14,32.21,50.86,42.23,55.29,100.98,6.69,89.59,Loam Soil,0.919,66.09,40.0,60.03,17-17-17,56.05,32.93,36.07,No,Optimal
Zone_15,25.3,46.85,46.35,63.62,101.31,5.05,116.02,Sandy Soil,1.048,38.65,23.11,21.33,10-26-26,28.52,24.61,31.31,No,Warning
Zone_16,26.21,48.98,23.72,57.06,101.03,5.87,52.93,Red Soil,0.649,32.87,5,37.1,20-20,43.56,32.33,27.1,No,Warning
Zone_17,28.45,65.44,51.49,55.57,101.19,6.41,82.78,Clay Soil,1.104,71.75,30.6,59.15,28-28,65.38,29.47,16.11,No,Optimal
Zone_18,36.95,53.58,39.23,54.59,100.97,6.48,36.51,Alluvial Soil,0.809,70.75,47.72,48.01,17-17-17,48.02,32.03,38.6,No,Optimal
Zone_19,30.42,61.08,58.32,58.86,101.58,7.02,96.87,Alluvial Soil,0.88,62.66,61.82,47.06,Urea,82.39,6.81,5.49,No,Optimal
Zone_20,28.52,52.2,48.8,78.52,101.11,5.23,141.34,Red Soil,0.737,26.14,35.59,33.78,MOP,5.6,0.32,33.24,No,Optimal
Zone_01,31.59,50.32,42.91,47.69,100.89,6.11,83.87,Loam Soil,0.666,43.4,52.15,33.22,17-17-17,57.45,24.34,29.33,No,Optimal
Zone_02,26.22,65.33,66.73,65.24,101.29,7.22,131.42,Alluvial Soil,1.29,63.46,64.33,64.79,None,0.0,0.0,0.0,No,Optimal
Zone_03,25.15,51.59,45.99,48.62,101.5,6.89,46.75,Alluvial Soil,0.907,61.62,47.37,61.39,MOP,5.95,8.83,30.98,No,Optimal
Zone_04,30.21,48.18,27.91,61.8,101.31,7.67,62.33,Chalky Soil,0.979,32.71,16.1,40.86,10-26-26,36.97,28.82,47.22,No,Warning
Zone_05,29.77,63.7,47.46,70.91,101.04,7.18,154.79,Black Soil,0.894,68.52,38.98,70.16,DAP,23.13,40.64,10.33,No,Optimal
Zone_06,23.46,55.71,51.24,53.25,101.11,5.72,69.11,Loam Soil,0.473,58.2,39.02,36.04,None,0.0,0.0,0.0,No,Optimal
Zone_07,22.99,40.28,19.26,55.88,101.02,6.3,72.61,Sandy Soil,0.608,35.54,25.76,33.85,Urea,73.07,9.71,5.71,No,Optimal
Zone_08,27.67,66.93,58.26,54.84,101.63,6.74,90.21,Clay Soil,1.557,31.11,36.68,48.17,28-28,56.45,32.05,23.78,No,Optimal
Zone_09,26.1,62.58,47.98,62.9,101.16,5.99,100.14,Loam Soil,0.563,72.61,34.58,66.69,17-17-17,62.34,24.66,34.24,No,Optimal
Zone_10,30.21,47.82,44.61,65.09,101.68,6.31,114.87,Sandy Soil,0.28,35.24,22.55,42.15,Urea,57.85,0.59,3.6,No,Optimal
Zone_11,29.16,59.9,53.04,55.83,101.18,6.08,113.17,Loam Soil,1.387,58.76,33.54,58.25,DAP,29.07,28.02,2.59,No,Optimal
Zone_12,25.4,70.0,85.08,82.5,101.18,6.22,218.55,Clay Soil,1.163,57.79,50.15,62.68,10-26-26,42.11,35.94,44.64,No,Optimal
Zone_13,26.7,38.06,16.49,44.89,101.4,5.84,31.74,Sandy Soil,0.683,30.57,26.27,34.17,Urea,80.25,0.78,8.3,No,Optimal
Zone_14,27.79,49.88,36.75,46.04,101.29,6.36,28.74,Loam Soil,0.772,70.08,44.93,54.36,10-26-26,35.08,25.83,44.56,No,Optimal
Zone_15,23.68,61.56,50.01,61.43,100.99,7.08,46.27,Clay Soil,1.175,68.01,49.61,59.71,None,0.0,0.0,0.0,No,Optimal
Zone_16,31.74,30.33,16.3,57.06,100.77,6.69,36.67,Sandy Soil,0.607,34.66,23.95,30.63,DAP,30.84,34.93,1.54,No,Warning
Zone_17,30.47,44.49,23.1,49.18,101.35,6.35,41.26,Red Soil,0.462,25.46,22.56,31.86,Urea,87.61,9.85,6.26,No,Warning
Zone_18,21.8,50.63,31.84,55.1,101.35,6.36,31.53,Loam Soil,0.751,42.57,34.2,39.36,DAP,32.94,49.38,0.95,No,Optimal
Zone_19,25.64,70.0,69.03,73.89,101.07,6.59,186.98,Loam Soil,0.695,43.49,43.08,50.25,10-26-26,27.61,27.32,38.3,No,Optimal
Zone_20,31.26,52.09,38.32,61.47,101.34,7.06,64.49,Alluvial Soil,0.971,66.35,49.61,67.59,17-17-17,63.93,25.23,34.72,No,Optimal
Zone_01,35.42,44.25,38.76,46.6,101.09,7.7,77.67,Chalky Soil,0.814,32.25,38.89,47.19,Urea,59.14,3.24,0.57,No,Warning
Zone_02,21.38,57.7,46.47,57.39,101.34,6.45,48.66,Loam Soil,1.01,51.04,37.68,46.73,DAP,32.36,34.61,0.14,No,Optimal
Zone_03,37.35,57.03,38.53,53.57,101.0,6.77,95.07,Loam Soil,0.864,48.35,43.81,67.65,17-17-17,55.66,22.79,26.11,No,Optimal
Zone_04,25.86,41.41,18.2,61.51,100.89,7.48,43.86,Chalky Soil,0.465,44.46,7.23,47.2,17-17-17,45.19,17.66,36.03,No,Warning
Zone_05,30.16,70.0,67.28,66.15,101.03,6.82,148.6,Clay Soil,0.433,54.86,35.01,64.3,Urea,69.82,11.31,1.18,No,Optimal
Zone_06,22.25,56.04,47.74,50.5,100.89,6.39,75.58,Loam Soil,0.77,52.87,49.57,44.14,Urea,67.79,9.16,5.06,No,Optimal
Zone_07,26.02,63.49,53.41,55.7,101.06,6.77,52.86,Clay Soil,1.243,49.96,57.59,61.11,None,0.0,0.0,0.0,No,Optimal
Zone_08,14.35,70.0,79.2,82.23,100.9,7.0,174.13,Loam Soil,0.984,61.32,38.64,58.41,None,0.0,0.0,0.0,No,Warning
Zone_09,25.56,70.0,59.34,66.9,100.78,6.77,128.62,Alluvial Soil,0.99,54.84,57.8,41.01,10-26-26,30.23,23.05,31.39,No,Optimal
Zone_10,26.18,56.62,44.59,56.3,101.15,6.24,78.46,Loam Soil,1.224,54.0,25.48,55.87,Urea,88.17,2.55,0.86,No,Optimal
Zone_11,30.11,66.47,49.98,56.22,100.96,6.75,78.79,Clay Soil,0.927,51.84,22.27,72.13,17-17-17,57.75,23.11,43.33,No,Optimal
Zone_12,23.09,51.23,41.53,50.52,101.03,5.98,69.19,Loam Soil,0.689,61.38,57.74,49.13,None,0.0,0.0,0.0,No,Optimal
Zone_13,30.36,37.6,21.36,52.78,100.87,6.14,50.72,Sandy Soil,0.535,32.78,37.56,35.86,None,0.0,0.0,0.0,No,Optimal
Zone_14,21.28,56.55,46.59,63.31,100.95,6.82,83.49,Alluvial Soil,1.074,62.02,56.09,55.23,None,0.0,0.0,0.0,No,Optimal
Zone_15,29.85,48.94,32.86,62.7,101.35,5.69,59.44,Sandy Soil,0.685,31.87,20.28,10,DAP,25.16,37.75,6.64,No,Warning
Zone_16,32.76,47.8,29.16,63.17,101.18,6.84,99.2,Red Soil,0.836,45.76,23.82,46.33,28-28,66.96,32.59,19.08,No,Optimal
Zone_17,27.1,52.09,45.24,71.63,100.83,6.19,150.76,Loam Soil,0.83,49.73,32.94,50.73,None,0.0,0.0,0.0,No,Optimal
Zone_18,28.28,59.9,39.49,53.05,100.94,7.4,82.37,Black Soil,1.572,66.64,30.53,74.77,Urea,89.64,0.63,4.69,No,Optimal
Zone_19,25.45,47.67,31.86,53.54,101.01,7.3,25.29,Black Soil,1.45,63.3,50.09,53.97,28-28,48.18,25.35,19.1,No,Optimal
Zone_20,34.3,52.19,37.65,41.24,100.84,7.14,30.3,Clayey Soil,1.423,44.68,34.17,47.3,14-35-14,42.18,28.54,34.49,No,Optimal
Zone_01,25.66,58.22,35.89,54.89,101.15,5.81,88.55,Loam Soil,0.764,67.82,34.14,37.19,10-26-26,28.8,36.13,49.38,No,Optimal
Zone_02,34.42,70.0,65.02,78.01,101.08,6.49,203.63,Clay Soil,1.937,44.67,37.13,51.07,17-17-17,43.92,22.69,43.74,No,Warning
Zone_03,24.69,27.33,12.11,57.32,101.32,6.12,39.25,Sandy Soil,0.683,33.11,47.85,32.28,None,0.0,0.0,0.0,No,Warning
Zone_04,23.63,40.81,26.94,65.42,101.24,5.63,87.44,Sandy Soil,0.57,53.63,5,28.67,MOP,6.07,6.79,50.03,No,Warning
Zone_05,39.7,49.63,26.28,57.74,101.01,6.57,42.63,Loam Soil,0.57,66.68,62.12,54.69,MOP,4.91,0.7,46.83,No,Warning
Zone_06,28.31,69.41,54.84,69.03,101.09,6.63,96.22,Clay Soil,1.515,39.38,58.03,69.2,DAP,33.75,35.2,6.64,No,Optimal
Zone_07,34.61,43.56,30.83,39.81,100.94,6.25,49.76,Loam Soil,1.049,67.53,41.81,74.91,14-35-14,36.1,41.46,35.9,No,Optimal
Zone_08,29.0,61.8,48.98,55.74,100.94,5.95,51.82,Alluvial Soil,1.313,75.12,48.71,62.63,20-20,47.4,27.61,37.12,No,Optimal
Zone_09,24.52,59.34,39.01,48.15,100.93,6.08,28.41,Clay Soil,0.913,58.07,24.71,84.48,14-35-14,35.65,36.2,25.79,No,Optimal
Zone_10,32.25,65.65,54.89,71.98,101.02,6.17,129.03,Loam Soil,1.485,62.37,51.15,56.64,14-35-14,50.25,41.07,36.19,No,Optimal
Zone_11,27.55,36.25,24.62,67.56,100.92,6.16,116.72,Sandy Soil,0.574,25.15,43.38,33.88,17-17-17,35.75,22.7,30.95,No,Optimal
Zone_12,27.23,34.46,25.22,52.29,100.88,7.01,68.21,Sandy Soil,0.536,46.96,13.51,20.93,10-26-26,44.76,31.07,44.65,No,Optimal
Zone_13,23.04,60.43,45.03,69.66,101.03,6.21,132.06,Loam Soil,0.678,47.57,39.01,58.79,14-35-14,32.36,33.29,27.58,No,Optimal
Zone_14,35.09,40.59,30.91,59.95,101.14,7.78,57.14,Chalky Soil,0.249,41.31,16.35,54.63,Urea,70.6,9.51,0.63,No,Warning
Zone_15,25.69,54.96,52.7,53.23,100.82,7.11,99.05,Loam Soil,0.79,73.18,47.31,59.81,10-26-26,35.81,24.01,37.18,No,Optimal
Zone_16,27.73,38.7,23.67,54.69,101.14,6.34,46.58,Sandy Soil,0.911,17.28,39.95,49.53,17-17-17,61.17,21.38,26.39,No,Optimal
Zone_17,26.51,54.27,,54.0,101.13,6.12,85.18,Alluvial Soil,1.498,38.66,58.83,64.4,17-17-17,63.27,32.83,38.16,Missing,Optimal
Zone_18,28.39,64.89,49.61,51.28,101.58,7.64,62.25,Clayey Soil,0.797,73.22,24.95,44.94,Urea,57.42,3.38,9.97,No,Optimal
Zone_19,22.83,70.0,82.69,92.12,101.34,5.81,271.24,Red Soil,0.702,29.06,14.94,39.8,DAP,19.82,38.27,6.31,No,Warning
Zone_20,20.23,65.91,57.05,56.95,101.38,6.17,80.34,Clay Soil,1.152,58.02,27.58,63.79,10-26-26,44.62,32.94,43.33,No,Optimal
Zone_01,21.62,58.78,48.83,63.31,101.38,6.76,52.19,Alluvial Soil,0.874,100,45.38,55.46,10-26-26,23.79,30.86,41.93,No,Optimal
Zone_02,32.74,63.54,44.79,62.61,101.13,6.38,125.18,Loam Soil,1.124,60.22,40.98,27.48,10-26-26,33.3,37.68,40.27,No,Optimal
Zone_03,30.75,60.92,47.1,77.79,100.97,6.39,221.98,Sandy Soil,0.879,43.17,18.03,25.96,14-35-14,35.63,42.57,22.26,No,Optimal
Zone_04,28.05,70.0,57.08,65.35,101.27,6.21,138.92,Clay Soil,1.18,44.72,33.04,64.97,17-17-17,62.75,26.08,43.09,No,Optimal
Zone_05,29.77,70.0,73.07,80.65,101.47,6.59,213.84,Black Soil,1.114,77.22,40.73,47.32,28-28,79.66,36.7,20.99,No,Optimal
Zone_06,27.2,58.76,42.86,51.42,101.11,6.58,75.16,Alluvial Soil,1.025,79.54,62.64,64.12,DAP,19.12,49.4,2.95,No,Optimal
Zone_07,24.32,69.91,61.83,68.61,101.07,7.06,98.12,Clay Soil,0.898,38.73,43.32,53.09,None,0.0,0.0,0.0,No,Optimal
Zone_08,25.26,59.85,51.57,59.54,101.17,7.17,100.48,Loam Soil,0.289,65.91,42.05,45.05,None,0.0,0.0,0.0,No,Optimal
Zone_09,22.55,37.38,14.77,53.01,101.01,6.22,31.75,Sandy Soil,0.276,31.89,29.72,43.96,Urea,68.74,0.36,8.84,No,Warning
Zone_10,27.56,53.84,36.89,60.51,101.08,7.43,84.41,Chalky Soil,1.029,32.34,25.44,45.08,MOP,11.58,3.37,38.78,No,Optimal
Zone_11,22.69,48.55,38.76,65.17,100.97,7.64,99.85,Chalky Soil,1.341,17.27,16.82,21.47,14-35-14,45.02,30.26,28.75,No,Warning
Zone_12,31.38,70.0,65.6,63.46,100.79,6.55,123.3,Black Soil,1.528,93.02,30.57,71.09,10-26-26,24.82,30.87,41.1,No,Optimal
Zone_13,23.72,49.37,35.81,62.9,101.35,6.15,73.45,Sandy Soil,0.696,34.92,16.26,30.92,17-17-17,51.68,20.53,25.54,No,Optimal
Zone_14,35.53,37.2,17.86,61.92,101.24,5.91,91.25,Sandy Soil,0.791,19.97,33.12,42.69,28-28,60.59,37.68,20.06,No,Warning
Zone_15,22.79,62.1,54.69,71.87,100.79,6.7,184.23,Red Soil,1.149,74.28,52.56,40.82,14-35-14,33.78,43.03,35.29,No,Optimal
Zone_16,26.71,57.77,41.12,60.67,101.31,7.58,95.83,Black Soil,1.318,70.79,49.05,81.09,DAP,40.0,28.22,4.35,No,Optimal
Zone_17,29.77,47.14,39.29,53.33,101.31,6.93,88.79,Loam Soil,0.87,61.89,48.59,42.14,10-26-26,42.69,24.64,46.23,No,Optimal
Zone_18,35.13,43.58,22.59,42.49,101.29,6.11,32.62,Loam Soil,0.59,54.84,46.08,41.47,Urea,97.85,9.84,0.15,No,Optimal
Zone_19,28.35,54.91,44.28,51.42,100.97,7.13,70.49,Loam Soil,0.601,49.91,40.06,59.39,None,0.0,0.0,0.0,No,Optimal
Zone_20,21.83,41.64,25.43,68.64,101.56,5.48,47.26,Sandy Soil,1.027,23.29,24.26,31.16,28-28,76.36,24.64,28.85,No,Warning
Zone_01,26.91,52.7,37.95,59.5,101.06,5.7,92.46,Red Soil,0.898,29.01,30.34,36.13,17-17-17,47.25,17.39,41.61,No,Optimal
Zone_02,27.34,49.15,36.97,63.38,101.41,5.85,115.05,Red Soil,0.534,47.89,27.71,51.24,14-35-14,47.11,37.42,31.87,No,Optimal
Zone_03,22.17,39.13,22.33,66.61,101.47,6.52,82.51,Sandy Soil,0.708,28.64,8.04,30.23,17-17-17,48.0,17.69,38.51,No,Warning
Zone_04,22.35,54.86,29.81,50.52,101.37,6.85,39.37,Loam Soil,0.902,72.88,48.17,72.18,10-26-26,32.92,22.88,30.8,No,Optimal
Zone_05,21.94,54.23,32.2,58.72,101.29,6.33,48.68,Red Soil,0.989,54.05,43.65,33.72,10-26-26,24.04,35.35,40.22,No,Optimal
Zone_06,26.28,49.19,37.93,43.38,101.01,6.07,21.2,Loam Soil,0.86,52.83,31.38,50.89,17-17-17,35.64,18.03,37.3,No,Optimal
Zone_07,31.99,70.0,62.22,60.84,101.2,7.12,151.97,Black Soil,1.499,44.26,28.73,70.26,10-26-26,31.8,25.76,32.52,No,Optimal
Zone_08,-10.0,70.0,70.64,87.8,101.52,6.22,208.31,Clay Soil,0.77,55.94,39.81,47.02,Urea,89.77,0.77,6.28,Spike,Warning
Zone_09,27.05,62.86,42.95,50.51,101.03,7.03,27.79,Clay Soil,1.29,45.1,29.11,73.18,14-35-14,38.97,28.25,29.72,No,Optimal
Zone_10,24.06,45.47,42.54,56.35,101.11,5.31,76.2,Red Soil,0.851,50.89,25.08,43.56,17-17-17,43.44,25.98,32.18,No,Optimal
Zone_11,30.97,51.02,38.15,65.85,101.51,5.96,155.7,Red Soil,0.52,29.15,14.6,52.23,MOP,7.79,8.14,43.92,No,Optimal
Zone_12,29.43,34.45,20.01,49.45,101.68,6.2,23.19,Sandy Soil,0.626,22.04,14.09,22.68,10-26-26,40.57,37.21,37.82,No,Warning
Zone_13,33.59,30.16,11.84,45.91,100.65,5.4,45.43,Sandy Soil,0.439,34.15,12.45,47.42,DAP,27.16,29.75,7.77,No,Warning
Zone_14,24.34,68.33,78.62,77.27,101.19,7.31,207.7,Black Soil,,48.72,42.46,57.15,DAP,17.32,49.87,11.78,Missing,Optimal
Zone_15,17.81,57.93,44.06,47.69,101.44,6.85,25.44,Loam Soil,0.754,55.05,35.64,46.61,14-35-14,49.76,35.52,24.85,No,Optimal
Zone_16,19.05,61.01,48.52,67.46,101.47,7.45,76.42,Black Soil,1.13,68.75,52.76,55.18,10-26-26,38.08,31.83,34.89,No,Optimal
Zone_17,30.59,45.39,29.64,63.64,100.92,6.38,114.53,Sandy Soil,0.655,40.08,28.41,27.25,14-35-14,44.36,29.25,24.13,No,Optimal
Zone_18,23.36,45.8,34.89,51.48,101.18,6.78,34.24,Alluvial Soil,1.333,65.44,39.19,59.25,Urea,78.53,2.18,0.93,No,Optimal
Zone_19,28.59,62.65,55.67,74.28,101.3,6.96,173.83,Loam Soil,0.834,64.93,38.41,27.87,17-17-17,44.0,32.9,27.54,No,Optimal
Zone_20,25.61,53.21,39.08,56.94,100.97,5.77,52.31,Red Soil,0.906,38.06,29.03,54.74,DAP,34.73,37.74,9.57,No,Optimal
Zone_01,31.23,44.14,34.86,37.15,100.98,6.67,20.38,Alluvial Soil,0.941,61.34,39.01,59.54,28-28,52.24,41.17,20.67,No,Optimal
Zone_02,27.49,62.13,52.95,67.64,101.4,6.46,117.85,Loam Soil,0.836,49.62,50.12,37.27,DAP,28.37,28.59,4.58,No,Optimal
Zone_03,36.55,70.0,74.33,79.27,101.21,6.72,204.91,Clay Soil,0.738,68.77,41.22,70.07,17-17-17,45.83,27.8,42.06,No,Optimal
Zone_04,26.51,52.04,29.56,51.58,101.26,6.44,51.31,Alluvial Soil,0.713,73.32,40.03,69.66,28-28,61.19,40.24,27.16,No,Optimal
Zone_05,25.27,42.01,46.09,73.82,101.08,5.39,155.53,Sandy Soil,0.462,39.74,19.42,33.11,14-35-14,50.59,28.93,29.54,No,Optimal
Zone_06,19.13,55.4,59.33,55.98,101.06,6.99,86.78,Alluvial Soil,0.769,55.52,47.28,66.83,None,0.0,0.0,0.0,No,Optimal
Zone_07,29.02,53.21,33.52,61.4,100.96,7.44,82.07,Black Soil,1.525,54.71,46.73,56.12,28-28,53.53,31.81,23.42,No,Optimal
Zone_08,37.28,52.89,43.36,56.49,100.95,6.84,70.44,Clayey Soil,0.792,78.97,30.64,71.57,DAP,23.28,36.58,1.95,No,Optimal
Zone_09,29.72,34.49,34.1,54.88,100.72,6.07,100.59,Sandy Soil,0.613,33.53,11.08,12.76,Urea,87.03,0.77,5.32,No,Warning
Zone_10,31.07,46.04,25.66,67.38,101.07,5.12,124.83,Sandy Soil,0.794,32.7,30.09,24.95,28-28,71.58,31.8,20.98,No,Warning
Zone_11,35.14,54.37,37.96,57.07,101.16,6.09,90.34,Alluvial Soil,0.95,62.63,38.12,44.89,14-35-14,45.94,41.47,22.97,No,Optimal
Zone_12,30.65,48.17,31.76,57.27,101.2,6.12,105.9,Loam Soil,1.064,45.99,34.77,40.95,10-26-26,40.3,35.54,41.17,No,Optimal
Zone_13,26.99,53.7,26.28,57.04,101.36,6.45,69.3,Loam Soil,0.848,33.28,63.93,47.05,14-35-14,29.82,34.81,27.37,No,Optimal
Zone_14,28.88,70.0,56.67,55.07,101.19,7.35,97.25,Clay Soil,0.802,36.08,40.74,80.76,DAP,36.59,30.17,11.06,No,Optimal
Zone_15,28.2,64.42,48.17,66.43,101.16,6.35,133.9,Loam Soil,0.97,56.47,59.72,61.39,14-35-14,44.8,43.48,23.21,No,Optimal
Zone_16,38.23,46.88,28.76,52.09,101.61,6.09,56.89,Loam Soil,0.619,54.35,46.0,49.2,None,0.0,0.0,0.0,No,Warning
Zone_17,19.62,34.61,18.91,51.35,101.18,5.81,24.69,Sandy Soil,0.747,30.31,42.9,10,Urea,60.16,1.84,5.18,No,Critical
Zone_18,33.01,61.85,61.48,46.17,100.81,6.95,87.41,Clay Soil,0.95,57.66,25.47,57.13,28-28,81.77,35.15,16.34,No,Optimal
Zone_19,28.69,54.25,44.09,52.1,100.98,6.66,57.14,Alluvial Soil,0.992,37.5,52.19,46.94,17-17-17,50.4,28.45,25.54,No,Optimal
Zone_20,18.4,70.0,62.59,64.66,101.59,7.04,96.68,Black Soil,1.659,58.32,40.16,64.34,10-26-26,34.78,29.79,45.19,No,Optimal
